source,bolum,soru,secenekler,cevap,cevap_idx
tr_mmlu,AUZEF,Aşağıdakilerden hangisi Kanto depreminin toplum üzerindeki en önemli etkilerindendir?,"['Haberleşme alt yapılarının tahrip olması', 'Depremde oluşan yangınların sebep olduğu ölümler', 'Haberleşme alt yapılarının tahrip olması', 'Deprem sonrası salgın hastalıklar', 'Depremi önceden tahmin edemeyen yetkililere olan güvensizlik']",B,1
tr_mmlu,AUZEF,"“Olası tehlikenin gerçekleşmesi halinde uygulanacak müdahale ve eylemlerin planlanması ve bu müdahale ve eylemler için eğitim, tatbikat, malzeme vb. ihtiyaçların karşılanması” aşaması afete yönelik çalışmaların hangisini tanımlamaktadır?","['Hazırlık aşaması', 'Önlem aşaması', 'Müdahale aşaması', 'Hem hazırlık hem de müdahale aşamaları', 'İyileştirme aşaması']",A,0
tr_mmlu,AUZEF,İş Sağlığı ve Güvenliği ve Çalışma Ortamına ilişkin 155 sayılı İLO Sözleşmesi özellikle aşağıda belirtilen konulardan hangisini düzenlemektedir?,"[' İş sağlığı ve politikaları ', ' Sanayi ve ticarette iş teftişi', ' Çalışma ortamının nitelikleri', ' İş memnuniyeti', 'İş sağlığı hizmetleri']",A,0
tr_mmlu,AUZEF,Afet tanımında aşağıdaki hangi özelliklerin tamamı bir arada yer alır?,"['Hayatın akışını etkiler, kaynakları yetersiz kalır, elektrik kesintisi olur.', 'Hayatın hızını yavaşlatır, insanların psikolojisini ve kaynakları bozar.', 'Afet ileri derecede tehlike halidir.', 'Müdahale süreci bittikten hemen sonra meydana gelir.', 'Önlem çalışmalarındaki yetersiz kapasite, hassas koşullar ve tehlikenin bileşimidir']",E,4
tr_mmlu,AUZEF,Afet yönetimi ve kriz yönetimi hakkında aşağıdakilerden hangisi doğrudur?,"['Afet yönetimi kriz yönetiminin bir alt aşamasıdır', 'Kriz yönetimi ve afet yönetimi teorikte aynı kavramdır., kullanımları ülkeden ülkeye değişmektedir', 'Kriz yönetimi, olası tehlikeler ve oluşabilecek risklerden en az zararla çıkmak için afetler sırasında yapılacak çalışmaların tümüdür', 'Kriz yönetimi afet yönetiminin aşamalarından biridir ama kriz anında boyutları afet yönetimini de içine alacak şekilde genişleyebilir', 'Afet yönetimi kriz anında kriz yönetiminden ayrılır']",D,3
tr_mmlu,AUZEF,Tsunami dalgalarının diğer dalgalardan farkı aşağıdakilerden hangisinde verilmiştir?,"[' Normal rüzgar dalgalarının hızı saatte yaklaşık 400 km iken tsunami dalgalarının hızı saatte yaklaşık 100 km dir', ' Normal rüzgar dalgalarının hızı saatte yaklaşık 50 km iken tsunami dalgalarının hızı saatte yaklaşık 100 km dir', ' Hiçbir farkı yoktur', ' Normal rüzgar dalgalarının hızı saatte yaklaşık 20 km iken tsunami dalgalarının hızı saatte yaklaşık 800 km dir', ' Normal rüzgar dalgalarının hızı saatte yaklaşık 200 km iken tsunami dalgalarının hızı saatte yaklaşık 400 km dir']",D,3
tr_mmlu,AUZEF,Kişisel koruyucu donanımlarla ilgili olarak aşağıdakilerden hangisi yanlıştır?,"['Birden fazla riskin bulunduğu durumlarda, kişisel koruyucu donanımın seçiminde daha tehlikeli görülen risk dikkate alınmalıdır', 'Kullanılan vücut kısımlarına ve yapılan işe tam uygunluk sağlanmalıdır', 'Kullanımı, bakımı kolay olmalıdır', 'Kullanımı, temizliği kolay ve pratik olmalıdır', 'Kendileri bir tehlike kaynağı olmamalıdır']",A,0
tr_mmlu,AUZEF,Aşağıdakilerden hangisi crush sendromunda uygulanan hiperbarik oksijen tedavisinin etki mekanizmalarından biri değildir?,"[' Hipoksi ve ödemin oluşturduğu kısır döngüyü kırar.', ' Vazokonstrüksiyon ile doku ödemi azalır.', ' Plazmada oksijen difüzyon mesafesi artar.', ' Kapiller dolaşım düzeyinde oksijenlenme artar.', ' Trombosit agregasyonunu önler.']",E,4
tr_mmlu,AUZEF,I-iklim koşulları II-Yüksek nüfus yoğunluğu III-ucuz iş gücü IV-toplumun mevcut acil eylem planına uymaması V-Gelir seviyesi düşük toplum 1984 yılında meydana gelen Bhopal afetinin toplum üzerindeki etkilerinin daha büyük olmasının nedenleri yukarıdakilerden hangisidir?,"['II-III-V', 'II-III-IV', 'I-II-III', 'III-IV-V', 'I-II-IV']",A,0
tr_mmlu,AUZEF,İşyeri ortamında bulunan riskin tehlikesini ortadan kaldırmak için risk yönetimi prosesi bu çalışmaların en önemli ayaklarından biridir. Aşağıdakilerden hangisinin risk yönetim proseslerinin çalışmalarından değildir?,"['Riski tahmin etme ', 'Kontrol önlemleri tespit ettirmeme ', 'Tehlikeyi tanımlama ', 'Risk değerlendirme ', 'e']",B,1
tr_mmlu,AUZEF,Aşağıdakilerden hangisi botulizm toksinlerinin alınma yollarına göre oluşan klinik tablolardan biri değildir?,"[' İnhalasyon botulizmi', ' Bakteriyel botulizm', ' İnfant botulizmi', ' Yara botulizmi', ' Besin zehirlenmesi']",B,1
tr_mmlu,AUZEF,Aşağıdakilerden hangisi 1939 Erzincan Depreminde toplum üzerinde pozitif etki bırakan olaydır?,"['Çevre illerden yardım gelmesi', 'Devletin afetzedelere konut yapması', 'Deprem sonrasında devlet yetkililerinin bölgeyi ziyaret etmesi', 'Mahkumların arama-kurtarma faaliyetlerine katılması ve 1000 in üzerinde hayat kurtarması', 'Deprem sonrası hızlı iyileşme']",D,3
tr_mmlu,AUZEF,Aşağıdaki laboratuvar bulgularından hangisi crush sendromunun şiddetinin belirlenmesinde etkin bir göstergedir?,"[' Ürik Asit', ' AdenozinTrifosfat (ADP)', ' Aspartat Amino Transferaz (AST)', ' LaktatDehidrogenaz (LDH)', ' KreatinKinaz (CK)']",E,4
tr_mmlu,AUZEF,Aşağıdakilerden hangisi biyolojik silahların ilk kullanıldığı yıldır?,"[' 1771', ' 1453', ' 1459', ' 1450', ' 1346']",E,4
tr_mmlu,AUZEF,Aşağıdakilerden hangisi Şili ile ilgili doğru bir bilgidir?,"['Şili’de bir ulusal erken uyarı sistemi vardır, ancak risk azaltma çalışmalarına yeterince önem verilmemektedir.', 'Şili’de doğal afetlere karşı risk yönetimi sivil toplum kuruluşları üzerinden yürütülür.', 'Şili’de bir ulusal erken uyarı sistemi yoktur, fakat risk azaltma çalışmalarına oldukça önem verilmektedir.', 'Şili’de ulusal erken uyarı sistemi yoktur, risk azaltma çalışmaları da yapılmamaktadır.', 'Şili’de hem ulusal erken uyarı sistemi vardır hem de risk azaltma çalışmaları yapılmaktadır. ']",E,4
tr_mmlu,AUZEF,Yellow Stone Milli Parkı’nın devasa bir volkanın merkezinde yer aldığının ortaya çıkması ile ilgili olarak aşağıdaki çıkarımlardan hangisi yapılabilir?,"[' Vereceği zarara değil turizmden gelecek kaynağa odaklanılmalıdır', ' Her volkanik alan aslında büyük bir risk taşır', ' Özellikle doğa söz konusu olduğu zaman hiçbir şeyin göründüğü gibi olmadığı bir kez daha ortaya çıkmıştır. Bunu göz ardı ettiğimizde çok zarar görebiliriz', ' Bilim insanları, bu tür olayları çok abarttıkları için dikkate almadan yaşamımızı devam ettirmeliyiz', ' Milli park hemen ziyarete kapatılıp afet bölgesi ilan edilmelidir']",C,2
tr_mmlu,AUZEF,Aşağıdakilerden hangisi zarar azaltma konularından değildir?,"['Yapılmış ve yapılmamış olan afet yönetimi çalışmalarının belirlenmesi', 'Etki analizi ve olası hasarların belirlenmesine yönelik hazırlıklar', 'Kısa, orta ve uzun vadeli zarar azaltma planlarını hazırlamak', 'Afet sonrasında yaşanan deneyimlerin ışığında, erken uyarı sisteminin altyapısını kurarak daha sonra yaşanacak afetler için zemin oluşturmak ', 'Mevcut zarar azaltma önlemlerini değerlendirmek']",D,3
tr_mmlu,AUZEF,Aşağıdaki sınıflandırmalardan hangisinde geleceğe yönelik planlanabilecek ve mortalite morbidite nedeni olabilecek  biyosilah ajanlar yer almaktadır?,"[' B Sınıfı', ' A Sınıfı', ' C Sınıfı', ' E Sınıfı', ' E Sınıfı']",C,2
tr_mmlu,AUZEF,Tsunami ile ilgili aşağıdakilerden hangisi doğrudur?,"[' Tsunamiler, kıyılara asla zarar vermezler. Zararlar iç kesimlerde olur', ' En büyük zarar, dalga yüksekliği en fazla olan tsunamilerde görülür', ' En büyük zararı yüksek dalgalar değil dalgaların kıyıya çarpma hızı veriri', ' Tsunamiler, en büyük zararı açık denizlerdeki gemilere verirler', ' Tsunamiler, kıyıdaki beton binaları bile yıkabilirler']",B,1
tr_mmlu,AUZEF,SGK verilerine göre ülkemizde en fazla kazanın olduğu iş kolu aşağıdakilerden hangisidir?,"['Sağlık', 'Otomotiv', 'Metal', 'İnşaat', 'Kömür madenciliği']",C,2
tr_mmlu,AUZEF,Aşağıdaki hallerden hangisi çalışma süresinden sayılmaz?,"['Yerleşim yerlerinden uzak bir mesafede bulunan işyerlerine hep birlikte getirilip götürülmeleri esnasında geçen süreler.', 'İşveren tarafından sırf sosyal yardım amacıyla işyerine götürülüp getirilme esnasında araçlarda geçen süreler', 'İşçinin işveren tarafından başka bir yere gönderilmesi sırasında geçen süreler', 'Çocuk emziren kadın işçilerin çocuklarına süt vermeleri için belirtilecek süreler', 'Madenlerde, taş ocaklarında yahut her ne şekilde olursa olsun çalışma yerlerine inmeleri veya girmeleri ve bu yerlerden çıkmaları için gereken süreler.']",B,1
tr_mmlu,AUZEF,İş Kanunu’na göre nitelikleri bakımından kaç günden fazla devam eden işlere ‘’sürekli iş’’ denir?,"['30 iş günü', '60 iş günü', '120 iş günü', '90 iş günü', '45 iş günü']",A,0
tr_mmlu,AUZEF,‘’ İşçinin yapmayı üstlendiği işle ilgili olarak kendisine ihtiyaç duyulması halinde iş görme ediminin yerine getirileceğinin kararlaştırıldığı iş ilişkisi ‘’ şeklinde tanımlanan iş sözleşmesi aşağıdakilerden hangisidir?,"['Deneme süreli iş sözleşmesi', 'Çağrı üzerine çalışmaya dayalı iş sözleşmesi', 'Belirli süreli iş sözleşmesi', 'Takım sözleşmesi ile oluşturulan iş sözleşmesi', 'Sürekli iş sözleşmesi']",B,1
tr_mmlu,AUZEF,Aşağıdakilerden hangisi 1995 Kobe depreminin toplumda neden olduğu ikincil toplumsal etkilerden değildir?,"['İyileştirme faaliyetlerinin kısa sürede tamamlanması', 'Maddi kayıpların olması', 'Psikolojik travmaların olması', 'Deprem sonrası yangınların neden olduğu ölümler', 'İlk birkaç gün gıda, barınma, tıbbi malzeme vb. sıkıntıların yaşanması']",A,0
tr_mmlu,AUZEF,Aşağıdakilerden hangisi bireyin gereksindiği bakımı zamanında yapılamadığı bir durum olarak tanımlanabilen bir kavramdır?,"[' Temel sağlık bakım hizmetleri kavramı', ' Ters bakım kavramı', ' Hastane bakım hizmetleri kavramı', ' Tedavi hizmetleri kavramı', ' Bakım kavramı']",B,1
tr_mmlu,AUZEF,Aşağıdakilerden hangisi Türkiye’de iş sağlığı ve iş güvenliği alanında yapılan ilk yasal düzenlemedir?,"['Türk Ceza Kanunu', 'İş Sağlığı ve İş Güvenliği Tüzüğü', 'Umumi Hıfzısıhha Kanunu', 'Borçlar Kanunu', 'Dilaver Paşa Nizamnamesi']",E,4
tr_mmlu,AUZEF,Aşağıdakilerden hangisi Türkiye’nin bulunduğu bölge ofislerindendir?,"['Avrupa Bölge Ofisi (EURO)', 'Afrika Bölge Ofisi (AFRO)', 'Güney-Doğu Asya Bölge Ofisi (SEARO)', 'Doğu Akdeniz Bölge Ofisi (EMRO)', 'Amerika Bölge Ofisi (PAHO)']",A,0
tr_mmlu,AUZEF,"Geometrik şekli, resim, sembol, piktogram ve renklerden oluşturulan ve gerektiğinde yeterli aydınlatma ile görülebilir hale getirilmiş levha aşağıdakilerden hangisidir?","[' Işıklı işaret', ' Sesli işaret', ' İşaret levhası', ' El kol işareti', ' Sembol ve piktogram']",C,2
tr_mmlu,AUZEF,Aşağıdakilerden hangisi afet yönetiminin iyileşme aşamasında sağlık bakım profesyonellerinin sorumlulukları arasında yer almaz?,"[' Çevre sağlığını tehdit edebilecek durumların (kemiriciler, ölü hayvanlar v.s.) kontrolünün sağlanması', ' İlk yardım ve tedavi hizmetlerinin yürütülmesi', ' Gıda güvenliği ve hastalıkların surveyansı işlevlerinin yürütülmesi', ' Afet bölgesindeki bağışıklama hizmetlerinin organize edilmesi', ' Mental sorunlar için destek ve danışmanlık hizmetlerinin verilmesi']",B,1
tr_mmlu,AUZEF,"Aşağıda verilenlerden hangisi iş sağlığı ve güvenliğinin toplumsal, teknolojik ve bilimsel gelişmeler bağlamında temel ilkelerden biri değildir?","[' Olumlu çalışma düzeni', ' Sağlıklı çalışma ortamı', ' Güvenli çalışma ortamı', ' Hiyerarşik çalışma ortamı', ' Ergonomik çalışma ortamı']",D,3
tr_mmlu,AUZEF,6331 sayılı Yasa’da ……………… kendi özel kanunlarındaki statülerine bakılmaksızın kamu veya özel işyerlerinde istihdam edilen gerçek kişi olarak tanımlanmıştır. Yukarıdaki cümlede boş bırakılan yere aşağıdakilerden hangisi getirilmelidir?,"['İşveren', 'İşveren vekili', 'İşçi', 'Memur', 'Çalışan']",E,4
tr_mmlu,AUZEF,I- Maddi II- Manevi III- Destekten yoksun kalma IV- İş göremezlik Eşi iş kazasında ölen kadının açabileceği davalar yukarıdakilerden hangisi veya hangileridir?,"['Yalnız IV', 'II ve III', 'I ve IV', 'I ve III', 'I ve II']",D,3
tr_mmlu,AUZEF,ILO kaç yılında kurulmuştur?,"['1919', '1920', '1948', '1923', '1932']",A,0
tr_mmlu,AUZEF,Aşağıdakilerden hangisi 1995 Kobe depreminde meydana gelen ölümlerin ana sebebidir?,"['Deprem sonrası salgın hastalıklar', 'Deprem sonrası meydana gelen tsunami', 'Depremde çıkan yangınlarda ahşap evlerin yanması', 'Depreme toplumun uykuda yakalanması', 'Deprem nedeniyle gaz şebekesinden sızan gazların nden olduğu zehirlenmeler']",C,2
tr_mmlu,AUZEF,Depremler ve volkanik hareketler ile ilgili aşağıdaki bilgilerden hangisi doğrudur?,"[' Depremler ve volkanların herhangi bir yerde meydana gelmesi tesadüftür', ' Depremler ve volkanlar, dünyanın her yerinde görülebilir', ' Depremler ve volkanlar, deniz kıyılarında görülebilir', ' Depremler ve volkanlar, okyanusların derinliklerinde görülebilir', ' Depremler ve volkanlar, çoğunlukla levha sınırlarında görülürler']",E,4
tr_mmlu,AUZEF,Dünya’nın en büyük meteor çarpmasının günümüzde görebildiğimiz etkisi aşağıdakilerden hangisidir?,"[' 150 km çapında bir krater oluşmuştur', ' 20 km çapında bir krater oluşmuştur', ' 400 km çapında bir krater oluşmuştur', ' 50 km çapında bir krater oluşmuştur', ' 5 km çapında bir krater oluşmuştur']",C,2
tr_mmlu,AUZEF,Kişiler aşağıdaki hangi durumlarda travma yaşamazlar?,"['Afete hazırlıklı olmadığı için', 'Afete neden olduğu için', 'Kişi afete maruz kaldığı için', 'Sevdikleri afete maruz kaldığı için', 'Afete şahit olduğu için']",A,0
tr_mmlu,AUZEF,Aşağıdakilerden hangisi solunum sistemi koruyucusu sınıfına girmez?,"['Gaz, toz ve radyoaktif toz filtreli maskeler', 'Biyolojik etkenlere uygun maskeler', 'Yüz siperleri', 'Hava beslemeli solunum cihazları', 'Dalgıç donanımı']",C,2
tr_mmlu,AUZEF,Acil eylem planında tatbikatlar hakkında aşağıdakilerden hangisi söylenemez?,"['Tatbikatlar için gerçeğe çok yakın senaryolar hazırlanmalıdır.', 'Tatbikatlar mutlaka yer almalıdır.', 'Tatbikatların habersiz olarak yapılması daha makbuldür. ', 'Tatbikatların amacı, afete karşı toplumun uyanık kalmasını sağlamaktır.', 'Tatbikatların yapılacağı mutlaka çevrede yaşayanlara duyurularak olası bir panik önlenmelidir.']",C,2
tr_mmlu,AUZEF,Aşağıdakilerden hangisi yangının zararlarını azaltmak için afet öncesinde alınması gereken bireysel önlemlerden değildir?,"['Ev içindeki bütün kapı ve pencereleri kapatın. ', 'Çatılarda ahşap malzeme ve odun türevleri kullanmaktan kaçının', 'Binalarda, yapıların güçlendirilmesi veya yenilenmesi sırasında yangına dayanıklı malzemeler kullanın', 'Bacalarınızı temiz tutun', 'Kuru dallar, otlar ve kesilmiş ağaçları yapılardan uzak yerlerde tutun.']",A,0
tr_mmlu,AUZEF,"Afet ve acil durumlarda, diğer gruplara oranla özel acil bakım ve psikolojik destek gereksiniminde daha fazla olan grup hangisidir?","[' Psikologlar', ' Aile fertleri', ' Çocuklar', ' Kamu çalışanları', ' Ebeveynler']",C,2
